# t0 per a inc rp u1 u2 c0 c1
2.459771335738828406e+06 4.060803210835051580e+00 1.121188052704719063e+01 8.750715552241041451e+01 1.484631719794024529e-01 4.805771211417532163e-01 -4.431412241181316714e-01 9.998568563056203784e-01 -5.649771744609121370e-03
2.459771335285246838e+06 4.055682710992226880e+00 1.096916150185452032e+01 8.711682271024707802e+01 1.503787523045795882e-01 2.563062978039676310e-01 -3.943919640661134318e-01 9.998864073695208354e-01 -4.485656774539035531e-03
2.459771336227181833e+06 4.054927778059983723e+00 1.129401572811138443e+01 8.773794729092746536e+01 1.460154372304974801e-01 1.278964425024389784e-01 1.618150900397282155e-01 9.998892524719600328e-01 -5.612539071108025440e-03
2.459771335539192893e+06 4.061812841561488696e+00 1.142519156979900075e+01 8.770328616070042926e+01 1.481481380856864982e-01 1.390775291691227489e-01 -2.779881966810016092e-02 9.999909197866916344e-01 -5.873897322424956845e-03
2.459771335389908869e+06 4.048203619160280375e+00 1.120583802116731675e+01 8.769074894560012012e+01 1.439720302623109238e-01 -1.152066335236039130e-01 6.351580734604518330e-01 9.998771788263316473e-01 -5.244164554825568245e-03
2.459771335713329259e+06 4.057924138837034178e+00 1.183089929950585706e+01 8.812871100711470262e+01 1.475782011954577810e-01 4.120079367882176768e-01 -2.681048505387604308e-01 1.000062038318010549e+00 -4.607725259180734181e-03
2.459771335491540376e+06 4.048515657350717944e+00 1.130328565576271593e+01 8.780463659024236733e+01 1.463015925823803742e-01 4.308631721882172361e-02 3.971693454984000504e-01 1.000063294008478376e+00 -5.849431675165500319e-03
2.459771335797784384e+06 4.059323499661564583e+00 1.117385057134471360e+01 8.763446386427098389e+01 1.460061815096020954e-01 5.544230757393557585e-02 3.346940507028450806e-01 9.998471757165747764e-01 -6.071178622279746820e-03
2.459771335632485803e+06 4.054191222978708709e+00 1.146645673678148825e+01 8.771253349050618908e+01 1.479620936652179253e-01 2.623493890741984691e-01 -1.936324951327657584e-01 9.998339274876242300e-01 -4.936537855751536863e-03
2.459771335170274135e+06 4.052740162345325636e+00 1.146727500245209619e+01 8.775400763365695411e+01 1.474462346241519062e-01 2.181270730634960464e-01 -8.519141056270140844e-02 9.999395092357103998e-01 -4.905896232895930707e-03
2.459771335430510342e+06 4.050648141968142824e+00 1.128769615171332497e+01 8.759844734094069452e+01 1.467159156596275493e-01 -8.963191795246094884e-02 3.788551998385459307e-01 9.998658423005618578e-01 -4.622070501631310967e-03
2.459771335396041628e+06 4.055369966977313112e+00 1.128553290315550761e+01 8.756499459312736633e+01 1.471896463502004038e-01 -1.187388397031177573e-01 4.072537842422460086e-01 9.998697841023950206e-01 -6.776162600999700164e-03
2.459771335404536221e+06 4.064243382672064087e+00 1.153490494266034716e+01 8.782289557870117847e+01 1.474726177516080816e-01 6.652059481804577235e-02 2.393607750738574180e-01 9.998443747715126673e-01 -6.374284993393793466e-03
2.459771335605779663e+06 4.059286127907173025e+00 1.124785735587778923e+01 8.759316155910281054e+01 1.457287136988522636e-01 -2.650779218742346233e-01 7.286412022232621188e-01 9.998845992863758525e-01 -5.158438238072961951e-03
2.459771335990428925e+06 4.062757862720318691e+00 1.172709663876278974e+01 8.791296380442851444e+01 1.471642362234685808e-01 2.984361489629668296e-01 -1.409596729914507074e-01 9.998237367045177404e-01 -5.893281517532647160e-03
2.459771335859452840e+06 4.057662569402993746e+00 1.170548376597965401e+01 8.823340168459971267e+01 1.444371250399639761e-01 -9.842397283296117072e-02 5.869279335131352138e-01 9.998930194231034907e-01 -4.748729664363381293e-03
2.459771335742122494e+06 4.056524118339937424e+00 1.114333272983846612e+01 8.748005956952397355e+01 1.481624430011069249e-01 6.435216565542561939e-02 1.081688904930736550e-01 9.999202324793616814e-01 -5.298234112430380734e-03
2.459771335436289199e+06 4.046230446404693204e+00 1.183246835216654880e+01 8.813338061158226822e+01 1.473384409810172824e-01 3.790939057675694612e-01 -2.733808041778747477e-01 9.999412919544835576e-01 -5.833907143337408070e-03
2.459771335879457183e+06 4.062530138924135947e+00 1.133184402314409134e+01 8.759206190488463051e+01 1.484217174988442800e-01 -1.925634702025256356e-02 2.415351721887455394e-01 1.000058496737476377e+00 -5.113802700469872835e-03
2.459771335545907263e+06 4.054840517826105994e+00 1.157148450796657002e+01 8.811739232253457033e+01 1.455290045309247937e-01 3.189468099756354036e-01 8.294669672868820731e-03 9.999839118298118334e-01 -4.839544423909237884e-03
2.459771335365388077e+06 4.051537272745010299e+00 1.191847121901741424e+01 8.844085891008269584e+01 1.441212982907230933e-01 -6.986362941768853307e-02 5.824186775794806259e-01 9.997992516930779283e-01 -5.645110861261721721e-03
2.459771335615346208e+06 4.061866630376209208e+00 1.141431543098790158e+01 8.788730373332630563e+01 1.447395929108903356e-01 -1.054548727097274763e-01 6.033664149640892704e-01 9.998282000440069650e-01 -5.542875421883567202e-03
2.459771335638574325e+06 4.052672577582966618e+00 1.129419220373154609e+01 8.760630466627220869e+01 1.489983449852470276e-01 2.101752857269580388e-01 -3.509738168424598320e-02 1.000055775377401979e+00 -5.232811395971928396e-03
2.459771335600268561e+06 4.061793212610015580e+00 1.092399964214999564e+01 8.721872182136866058e+01 1.492772290850834238e-01 4.695033951303206887e-01 -4.492456236983050077e-01 9.998832623146930443e-01 -5.674746938750334022e-03
2.459771335732718464e+06 4.064446570056108321e+00 1.125811130132720983e+01 8.752841104068707523e+01 1.506157906230844168e-01 3.810195363284589742e-01 -4.069133171754454326e-01 1.000164736038403168e+00 -3.419665141737521577e-03
2.459771335473341402e+06 4.046861592653217876e+00 1.164322975735556476e+01 8.819558879658858075e+01 1.444408807054236576e-01 6.206900304534024304e-02 4.568861561465352716e-01 9.999591950653269334e-01 -4.934712511167016653e-03
2.459771335514000151e+06 4.046655662473711779e+00 1.127828448789539628e+01 8.753968998942782775e+01 1.498149123186193477e-01 3.426417141445340375e-01 -3.238367294427736409e-01 1.000083118781904368e+00 -4.503836886200468688e-03
2.459771336198234465e+06 4.060574954052985852e+00 1.167872270467519691e+01 8.829115013629365194e+01 1.443519514906870804e-01 -4.899858649039326441e-02 5.724263969410710029e-01 9.999973512059556757e-01 -6.227611515232013388e-03
2.459771335796613712e+06 4.057087475560891221e+00 1.099475239223637146e+01 8.726820053082815321e+01 1.479825083775291317e-01 4.657418870359831820e-01 -4.110619995385481062e-01 9.998910815573528454e-01 -4.488725881727174613e-03
2.459771335253486410e+06 4.045196151534954154e+00 1.170922264776953448e+01 8.809228067894736114e+01 1.461921255286824373e-01 -1.145948785840683048e-01 5.201611274192530221e-01 9.997966361621478670e-01 -5.371819729599488363e-03
2.459771335757855326e+06 4.060375580115591632e+00 1.132402109246314303e+01 8.779852239242408984e+01 1.451473649514740671e-01 -2.030655640807133566e-01 6.651304090398482138e-01 9.999461390275369288e-01 -4.368400477435383476e-03
2.459771335850155447e+06 4.053219144181176681e+00 1.142394719478640397e+01 8.772154516926578083e+01 1.486797442397375379e-01 2.476617081418547861e-01 -1.359278417312047016e-01 9.998652837452917108e-01 -4.976458216412177685e-03
2.459771335618649144e+06 4.049838509329966918e+00 1.139255126252405503e+01 8.790782305338977665e+01 1.435629859376009454e-01 -7.767792512891984191e-02 6.484752546912661009e-01 9.998937672630462403e-01 -5.702591019040933670e-03
2.459771335601865780e+06 4.050722718674512279e+00 1.113616022258758598e+01 8.763587666209627969e+01 1.445353608695506831e-01 -2.564139866836064874e-01 8.016306125474615962e-01 9.997798990865033320e-01 -5.213950538412828392e-03
2.459771335954550188e+06 4.058788420241705275e+00 1.156374436658514249e+01 8.778917306504952478e+01 1.489351871589132958e-01 4.620063940106343692e-01 -3.911942182600467444e-01 9.999626627354638586e-01 -4.206555971202243470e-03
2.459771335731441155e+06 4.062989877122663351e+00 1.177525473730704419e+01 8.814946775552326130e+01 1.460159506844127264e-01 -1.090545970128152797e-01 5.261294726641625452e-01 9.999539320360618655e-01 -4.338045888893360402e-03
2.459771335767764598e+06 4.048326015970871161e+00 1.154641818747784043e+01 8.812437771120146124e+01 1.442073035212321497e-01 -5.403378562258751711e-02 5.549326165879109318e-01 1.000076080945681456e+00 -4.014454995883924571e-03
2.459771335512279999e+06 4.049015591342278064e+00 1.148359322823685069e+01 8.809653737669196971e+01 1.428580312996456658e-01 -2.680772394179098406e-01 9.723327650614826956e-01 9.999747322248040415e-01 -6.406671683887422454e-03
2.459771335576810874e+06 4.052428181220665948e+00 1.130272665699723866e+01 8.751967114613175625e+01 1.482527789046691746e-01 -8.414118613208487751e-02 1.395354533735784774e-01 9.998192431204020458e-01 -5.594958263491500890e-03
2.459771335597639438e+06 4.053282343246491060e+00 1.171069013074120413e+01 8.831375625702716547e+01 1.447383003494397136e-01 -1.704694868419431575e-01 7.406525497033032979e-01 9.999192680567544622e-01 -4.577723229722546229e-03
2.459771335304039530e+06 4.062848612952473459e+00 1.167715840145801920e+01 8.791702191239599529e+01 1.483218724306763214e-01 5.682106240563498112e-01 -6.609460241622553411e-01 9.999526581126256808e-01 -6.257962343607020167e-03
2.459771335689228494e+06 4.047675683688242820e+00 1.145484479756079388e+01 8.806841037631889435e+01 1.437568327827245529e-01 -1.684244559704952127e-01 8.803230608539701629e-01 9.999913963577288234e-01 -4.684641840263355228e-03
2.459771335917035118e+06 4.052185815704143934e+00 1.110589142543302899e+01 8.754024696426982644e+01 1.459215352072907035e-01 -4.684435794517749496e-02 4.657663361111337164e-01 9.997404394356761426e-01 -4.572563148790129497e-03
2.459771335759606212e+06 4.050581431215357853e+00 1.175540238640576796e+01 8.816525924388035662e+01 1.464766817402239074e-01 -3.455307205093586242e-01 8.140126438953910748e-01 9.998935012559200253e-01 -4.483249098289367879e-03
2.459771335689912550e+06 4.063662656390593320e+00 1.169536213676491343e+01 8.822899017376535369e+01 1.457368078113355780e-01 1.310438700355844310e-01 2.341610091052973852e-01 1.000044705603260198e+00 -4.417190138996769481e-03
2.459771335533889942e+06 4.054940119783495334e+00 1.164039612666366708e+01 8.806412263069196911e+01 1.455497175235757890e-01 4.109485414459609354e-01 -2.145327261913416994e-01 9.998524667077512973e-01 -6.442699550450329063e-03
2.459771335624458734e+06 4.051397335516258025e+00 1.131863246237157128e+01 8.767089544921641675e+01 1.478103931445178820e-01 1.072138891608495070e-01 1.106699310013232740e-01 9.999795520339860300e-01 -4.138407230744587696e-03
2.459771335277368780e+06 4.048740871341078851e+00 1.136067710518846141e+01 8.773338105053356628e+01 1.457138982046934095e-01 1.395731017302801746e-01 2.117323795998509173e-01 9.999259158873188280e-01 -5.105344947032837075e-03
2.459771335591584910e+06 4.062982015933941149e+00 1.149213631394610147e+01 8.792346231445901594e+01 1.461989792553791412e-01 3.619873650266388632e-01 -9.281567451796973733e-02 9.998403918109569632e-01 -5.335279183889111466e-03
2.459771335557913873e+06 4.064792579212768153e+00 1.161890848005865173e+01 8.790057501977246091e+01 1.463860491169966527e-01 1.839481208098784903e-01 8.978125092564212539e-02 9.998891372869189720e-01 -5.183519818698572625e-03
2.459771335654682014e+06 4.058922079118889137e+00 1.115328717407187753e+01 8.754167857427442812e+01 1.468613594158339752e-01 2.832856081937322745e-01 -9.186828669915861334e-02 9.998058575611975529e-01 -5.319545895402893500e-03
2.459771335303351749e+06 4.058812348645960633e+00 1.106437888807084136e+01 8.745907958383718039e+01 1.478787403569084835e-01 1.667982682466107036e-02 2.195806574123849164e-01 1.000127749314229542e+00 -4.596795922489985316e-03
2.459771336010283325e+06 4.051537232589555337e+00 1.138850658038779784e+01 8.777306122238441333e+01 1.465164859057684343e-01 1.907117824895185887e-01 4.607448134854941202e-02 9.999156561027311430e-01 -5.718672222872159261e-03
2.459771335427597165e+06 4.062248798667333460e+00 1.159302248212686948e+01 8.790472685182152190e+01 1.472762324400122835e-01 8.949495687003311550e-02 8.889461506420093251e-02 1.000019181586363937e+00 -6.097691972739695786e-03
2.459771335705577862e+06 4.051366222790405480e+00 1.131867712269565907e+01 8.772831882601059306e+01 1.453551675317641678e-01 -6.965951690703486854e-02 4.665425843468954392e-01 9.999176686836053207e-01 -5.286159757910960030e-03
2.459771335781148169e+06 4.064707287557580706e+00 1.187615547485047607e+01 8.809592285253422972e+01 1.483999940347383861e-01 4.911960064741788257e-01 -4.500483362912977015e-01 9.999990810125335416e-01 -4.432197356777157864e-03
2.459771335476678796e+06 4.045680014131356472e+00 1.121149404733664490e+01 8.782013629144533695e+01 1.453593517300952598e-01 -2.379768390886327634e-02 5.661662742566959672e-01 1.000139780128581846e+00 -5.445072752280758106e-03
2.459771335838394705e+06 4.057154481259705570e+00 1.110578573492448662e+01 8.761860012706026168e+01 1.455309645492091075e-01 9.977885811131653737e-03 4.208117130514392734e-01 9.998852908628251823e-01 -5.851491067488371126e-03
2.459771335721955635e+06 4.047558674350844932e+00 1.148271657566663251e+01 8.772485705332238126e+01 1.479298004593817828e-01 2.321111066455553984e-01 -1.978029684131810129e-01 9.998627600566807327e-01 -3.997592403705420988e-03
2.459771335075738840e+06 4.051695357248376261e+00 1.160566727458691894e+01 8.780731259498328711e+01 1.479075167966709958e-01 2.510533206791140115e-01 -2.190746431310592879e-01 9.999034042554156843e-01 -4.566229794910538209e-03
2.459771335555830970e+06 4.048632466668432350e+00 1.138089910204620736e+01 8.765248709496319179e+01 1.470316544940707404e-01 -2.722178635898311327e-01 5.811741459274764043e-01 9.998871028573093067e-01 -4.514286736983409362e-03
2.459771335394612979e+06 4.045665324947679053e+00 1.144372276122009957e+01 8.793313644224146230e+01 1.445403130991980145e-01 -2.591085514705546711e-01 8.084864164431830869e-01 9.998801469355534932e-01 -6.631163566293418223e-03
2.459771335587155074e+06 4.057494649055869651e+00 1.123439876655959324e+01 8.759900036922560673e+01 1.479635744156121702e-01 -1.494531727123997178e-01 4.539509552615348387e-01 9.999691690238204922e-01 -5.628437319471600239e-03
2.459771335597261321e+06 4.058390907595465613e+00 1.136719558109623840e+01 8.769626102773061405e+01 1.463547083548178418e-01 -1.742193037258393806e-01 5.597110340880581125e-01 9.998596484124242512e-01 -4.534059616897418571e-03
