wavelength_um transit_depth_model_unitless
5.439584958009947568e-01 2.108884860768631825e-02
5.642911115131238331e-01 2.109110041699147411e-02
5.870013853248688962e-01 2.120464294941467112e-02
6.125336538486810811e-01 2.108645412013468792e-02
6.414632903800252528e-01 2.108173886593343177e-02
6.744894291825173083e-01 2.108024098959692880e-02
7.125002536859746938e-01 2.108331298923166869e-02
7.565867704389196424e-01 2.110173029835680017e-02
8.080589516220738622e-01 2.108824499543399816e-02
8.683979561272089365e-01 2.108041789130363219e-02
9.390888561581521854e-01 2.110501200507207409e-02
1.021271966702864686e+00 2.108266869313080855e-02
1.115214937628433267e+00 2.114518314415458899e-02
1.219857922129905070e+00 2.112496124135722353e-02
1.332792235997658281e+00 2.122522465176914300e-02
1.450845292184156810e+00 2.155997279364846309e-02
1.570915581062646504e+00 2.117466565913383308e-02
1.690554234347835028e+00 2.110486786813427218e-02
1.808123132405085043e+00 2.136043722987743254e-02
1.922676892879574773e+00 2.146152962420733168e-02
2.033758224300399764e+00 2.132553072978996336e-02
2.141219707059230259e+00 2.115319875883259898e-02
2.236615816101174214e+00 2.113641483291939585e-02
2.320762858197661593e+00 2.110704184046437518e-02
2.402598987851862322e+00 2.146812451711276049e-02
2.482235071085236111e+00 2.173982280887353305e-02
2.559787358519741929e+00 2.180542266071845703e-02
2.635367836489433735e+00 2.180491956496957359e-02
2.709086890079174026e+00 2.173519050747995882e-02
2.781048130202715463e+00 2.209937212901794124e-02
2.851349759721366173e+00 2.229135015800559616e-02
2.920082815573841639e+00 2.204196141496133493e-02
2.987332517536573917e+00 2.169913407498359759e-02
3.053177443896525567e+00 2.161210878793503806e-02
3.117690925020495829e+00 2.149167954485419266e-02
3.180940774616039857e+00 2.143241985186282797e-02
3.242989937317803939e+00 2.134120802716754292e-02
3.303896834397137550e+00 2.123864539325143186e-02
3.363715371277618438e+00 2.129000757249534942e-02
3.422496112621693953e+00 2.129545628931903828e-02
3.480285633826453839e+00 2.132075897108953039e-02
3.537128066258332204e+00 2.122029056482916537e-02
3.593063403617509977e+00 2.120224189394870687e-02
3.648130107928447607e+00 2.120297822338913091e-02
3.702363465678729426e+00 2.119739254920360513e-02
3.755797137841150324e+00 2.114263690277480914e-02
3.808461836380983900e+00 2.114854688856189144e-02
3.860387224649882487e+00 2.111609868356967290e-02
3.911600080487440234e+00 2.110708435123649293e-02
3.962127205300935540e+00 2.111643502156174829e-02
4.011992704145277422e+00 2.114974936213822113e-02
4.061219658306713498e+00 2.118543909579166662e-02
4.109830016813260656e+00 2.124086322854581640e-02
4.157843163178149837e+00 2.130100412153902376e-02
4.205280109337573791e+00 2.134090344714004508e-02
4.252158072291102542e+00 2.142994719642779544e-02
4.298495508027899703e+00 2.156788652294515732e-02
4.344308416476979851e+00 2.150525758849598096e-02
4.389612736036864860e+00 2.156096795956781095e-02
4.434423467071558100e+00 2.165527985284110279e-02
4.478754942505024594e+00 2.165548290112659369e-02
4.522620850310969942e+00 2.147089447605591075e-02
4.566034007875804157e+00 2.159469103862304146e-02
4.609006842149123706e+00 2.143273661968546351e-02
4.651551483140882404e+00 2.136700239739781904e-02
4.693678774163734246e+00 2.154225127290687949e-02
4.735399926148511796e+00 2.163014076874563221e-02
4.776725261917027510e+00 2.167667914725717598e-02
4.817664614799937794e+00 2.201253039806765066e-02
4.858227506593395972e+00 2.144344817947053949e-02
4.898423151543096488e+00 2.127383362634712935e-02
4.938260286581308556e+00 2.178692266174908979e-02
4.977747382468072246e+00 2.154725625630951949e-02
