wavelength_um transit_depth
2.172818311874106012e+00 2.548987394751888944e-02
2.179399141630901315e+00 2.598458880485585154e-02
2.185979971387697063e+00 2.570484157402444861e-02
2.192560801144492366e+00 2.539673760730059779e-02
2.199141630901287670e+00 2.543588811817694417e-02
2.205722460658083417e+00 2.512336846659999137e-02
2.212303290414878720e+00 2.634547701361165256e-02
2.218884120171674024e+00 2.504158450272230690e-02
2.225464949928469327e+00 2.539227127429215941e-02
2.232045779685265074e+00 2.515401643358951972e-02
2.238626609442060378e+00 2.856500681282780202e-02
2.245207439198855681e+00 2.567866386072919019e-02
2.251788268955650985e+00 2.501805888462317953e-02
2.258369098712446732e+00 2.523117814879102458e-02
2.264949928469242035e+00 2.521519244560556372e-02
2.271530758226037339e+00 2.497955677601357977e-02
2.278111587982832642e+00 2.487901090205766816e-02
2.284692417739628389e+00 2.506653377172979660e-02
2.291273247496423693e+00 2.834278691648827592e-02
2.297854077253218996e+00 2.589316421890818648e-02
2.304434907010014744e+00 2.510031321546316030e-02
2.311015736766810047e+00 2.621517116828967278e-02
2.317596566523605350e+00 3.000922824027333138e-02
2.324177396280400654e+00 2.514945231258377406e-02
2.330758226037196401e+00 2.597014098769524076e-02
2.337339055793991704e+00 2.704344888481705414e-02
2.343919885550787008e+00 2.655107624529032956e-02
2.350500715307582311e+00 2.549412340958926576e-02
2.357081545064378059e+00 2.664769203290463795e-02
2.363662374821173362e+00 2.505068187656308426e-02
2.370243204577968665e+00 2.598859737629526101e-02
2.376824034334764413e+00 2.869588454935466729e-02
2.383404864091559716e+00 2.534964821778847022e-02
2.389985693848355019e+00 2.571140576557629301e-02
2.396566523605150323e+00 2.722839881919193392e-02
2.403147353361946070e+00 2.553646725037194906e-02
2.409728183118741374e+00 2.808839138310205083e-02
2.416309012875536677e+00 2.517293260636417271e-02
2.422889842632331980e+00 2.773812166963441142e-02
2.429470672389127728e+00 2.651910875007887358e-02
2.436051502145923031e+00 2.688250768318168824e-02
