# t0 per a inc rp u1 u2 c0 c1
2.459771335709948558e+06 4.049539012758125445e+00 1.183615969453523498e+01 8.828092970396646422e+01 1.447103134441206640e-01 -2.185337749423585940e-01 7.479655139305712019e-01 9.998791730141463052e-01 -4.665630464261122205e-03
2.459771335675459355e+06 4.047349107499034204e+00 1.093232215620050418e+01 8.726258535833875385e+01 1.476719722089200881e-01 1.134776324801446412e-01 7.396536919107543628e-02 9.999079644451596138e-01 -5.888546618151363141e-03
2.459771335690441541e+06 4.052465210544221819e+00 1.131924998967983775e+01 8.771590895821165645e+01 1.471109990126244493e-01 5.243262251039854105e-02 1.985975334098185052e-01 9.999827721573087969e-01 -5.876948775452504187e-03
2.459771335391075350e+06 4.058296685317483110e+00 1.158358711127184471e+01 8.798100709869264335e+01 1.464097948181997122e-01 -3.830426223448331335e-02 4.238993967868742718e-01 1.000116137598588306e+00 -5.336786081307198434e-03
2.459771335795405786e+06 4.047432690109992848e+00 1.163115436105250566e+01 8.810861003166681371e+01 1.460942659347738981e-01 2.036461335175151210e-01 1.220751456162169069e-01 9.998640785402255204e-01 -4.487139718281749415e-03
2.459771335883224849e+06 4.061823549061246652e+00 1.128440897602603243e+01 8.775127562654209612e+01 1.450766957512605870e-01 -3.857051210724822543e-02 4.465762442954039901e-01 9.997786183865439158e-01 -4.780626734237643401e-03
2.459771335769003723e+06 4.046954355222655231e+00 1.128293099839165770e+01 8.784496998903961185e+01 1.439068458251575311e-01 -2.508813108301926054e-01 8.552758192225285994e-01 9.997682422704348149e-01 -5.164141004906760458e-03
2.459771335788359400e+06 4.047017371454728618e+00 1.143704309834272337e+01 8.793664874698687584e+01 1.447614197096413757e-01 6.151369179190654957e-02 4.290371722992979420e-01 9.999538487606237647e-01 -4.649856281663387880e-03
2.459771335807962809e+06 4.051564868678863007e+00 1.153319506150351792e+01 8.805897146664327124e+01 1.454566683034691221e-01 1.273622899154243648e-01 3.089238102981508582e-01 9.999701324393365232e-01 -3.724931928963753480e-03
2.459771335875568446e+06 4.062575628031535935e+00 1.136386996272056571e+01 8.761542000592459090e+01 1.476830980183712616e-01 5.904652715669697627e-02 1.299620334966389013e-01 1.000086042869810843e+00 -5.577051005151290389e-03
2.459771335729596205e+06 4.061196224088490681e+00 1.124284060141559038e+01 8.769705897744728418e+01 1.441852540952170136e-01 -2.829093218880459615e-01 8.317931182430127190e-01 9.998225612628064418e-01 -6.198162432188975696e-03
2.459771335587649141e+06 4.056122784024884353e+00 1.119712800104798234e+01 8.732092537727979220e+01 1.501386391347546423e-01 3.670125840392422512e-01 -4.371755218926021147e-01 9.999870544984350573e-01 -5.519910624816138332e-03
2.459771335790430196e+06 4.048751638690210264e+00 1.130960498622828858e+01 8.770529932721794353e+01 1.481752683085408029e-01 -2.502447792532597748e-01 5.520612048322510734e-01 1.000104108362143362e+00 -5.225796546946609965e-03
2.459771335514460225e+06 4.055779795644966157e+00 1.061424481408546505e+01 8.694040847964218699e+01 1.480712975776400930e-01 1.018019451243019902e-01 1.431896659467937760e-02 9.996605049221753969e-01 -5.568521390512639474e-03
2.459771335682610516e+06 4.051814176644572996e+00 1.098547204894873985e+01 8.752586258599831126e+01 1.454591566549565118e-01 4.871125193586639535e-02 4.454733504748036865e-01 1.000005415069430414e+00 -5.657851451765549648e-03
2.459771335670950823e+06 4.055003901289215840e+00 1.126312053048610018e+01 8.760735842535635243e+01 1.484224122980027372e-01 3.334213437205995056e-01 -2.064144332006555560e-01 9.998962073806719753e-01 -5.176872906766895842e-03
2.459771335461186245e+06 4.053056501787980714e+00 1.117975090753352418e+01 8.744171639528600792e+01 1.487362705475638869e-01 4.093252726199868574e-01 -4.098764642283651005e-01 9.997868053011151890e-01 -5.463383627179619478e-03
2.459771335533624515e+06 4.063564030563896701e+00 1.130856612893246549e+01 8.784754958711481265e+01 1.444561415405743454e-01 -3.173590189917979698e-01 9.414985815225792587e-01 1.000184151789804687e+00 -5.321252128719733063e-03
2.459771335808045696e+06 4.059873929477456400e+00 1.162220761342127240e+01 8.784177970222556553e+01 1.487416783643910334e-01 2.938281223342966708e-01 -1.875666832233457426e-01 9.999223750975048119e-01 -5.392513244706342683e-03
2.459771335800350178e+06 4.047929452478006063e+00 1.096358253740690714e+01 8.737688494873481204e+01 1.476440841331970455e-01 7.959524032126960580e-02 1.421409519775149177e-01 1.000097773313179284e+00 -4.725756562170498748e-03
2.459771335461826995e+06 4.054121977710207325e+00 1.175655931471084337e+01 8.830446801012421076e+01 1.446615707865532563e-01 -8.619137132454873784e-02 5.531894590324890615e-01 9.998288542824587122e-01 -5.601315788338874155e-03
2.459771335445418954e+06 4.061600302601445556e+00 1.105177313639371839e+01 8.743583529172836677e+01 1.462101372095057639e-01 -2.476794978812956738e-01 6.137215494774741487e-01 9.998450303967564290e-01 -5.389609234315184509e-03
2.459771336058116052e+06 4.046706762555148273e+00 1.080668024202340050e+01 8.713411979168274968e+01 1.487095564301159356e-01 -1.265612622905283938e-02 1.079472934555574248e-01 9.999781420839515267e-01 -5.887570852517507933e-03
2.459771335557282437e+06 4.063986084308677249e+00 1.157330579707881846e+01 8.807447246774870564e+01 1.440482808641776469e-01 1.500078099999019310e-02 4.379191704005415131e-01 9.998142403600103201e-01 -5.603532008195255716e-03
2.459771335938295815e+06 4.057784833693334647e+00 1.098031017291561717e+01 8.735377573813431695e+01 1.466620536839601252e-01 6.622400575389053579e-02 1.516935878793674863e-01 9.999020442407059450e-01 -5.919008683121195803e-03
2.459771335656230804e+06 4.051968145645640895e+00 1.112818559393784135e+01 8.751681229367164860e+01 1.464682029400930230e-01 -3.793284195504309508e-02 2.783608972242496704e-01 9.999105048511972571e-01 -5.051806849150934295e-03
2.459771335957438219e+06 4.056019426296428421e+00 1.183709718915441478e+01 8.824322782803710652e+01 1.467418298975328717e-01 2.786241918653088456e-01 -4.530260683873409133e-02 1.000088654876575944e+00 -5.538517986250277372e-03
2.459771335613602307e+06 4.061690351267680299e+00 1.174465590928759440e+01 8.835067649373816323e+01 1.440475922902723360e-01 -1.745354765106560124e-01 8.208228362961954572e-01 1.000104114964325719e+00 -6.180679848180218455e-03
2.459771335463631433e+06 4.059283928254147078e+00 1.137559126784024599e+01 8.774390408681922793e+01 1.477708293796697048e-01 -7.268132035830199289e-02 3.181007172621682644e-01 1.000017845452520371e+00 -4.301523189359111529e-03
2.459771336159419734e+06 4.058706796219947677e+00 1.129970536650351853e+01 8.754322782107203693e+01 1.483523899833710802e-01 2.694013944072942146e-01 -2.658173697749541264e-01 9.998459319388292021e-01 -5.445257054783186022e-03
2.459771335481626913e+06 4.054407256772586621e+00 1.173786272315028256e+01 8.821451001315179496e+01 1.445099888479772499e-01 -7.484816557514534230e-02 5.448716253538229415e-01 9.998790960458127097e-01 -4.999598243004306844e-03
2.459771335372229572e+06 4.060411455302068262e+00 1.143394307435367807e+01 8.766431412622026187e+01 1.490017191842802069e-01 3.144568721459265470e-01 -2.428795788053970117e-01 9.999003439838900498e-01 -5.368095322249640845e-03
2.459771335866382346e+06 4.045141620439242303e+00 1.108291929012181321e+01 8.756179256271312283e+01 1.469302885816367032e-01 -1.363401877588763522e-01 5.264942259162339599e-01 1.000047448399015382e+00 -4.522924177797441048e-03
2.459771335237766150e+06 4.048089363742171543e+00 1.136068477103499852e+01 8.777577992222641967e+01 1.460019633440335363e-01 -3.584363590026956592e-02 4.602347942800316671e-01 1.000030018400537513e+00 -6.138863581155588542e-03
2.459771335740938783e+06 4.051987826136834059e+00 1.113230594155118425e+01 8.754474997982646300e+01 1.464463649150049840e-01 -1.788356461340556425e-01 5.941178401907258877e-01 9.999984655111305853e-01 -2.863681084568730790e-03
2.459771335526386742e+06 4.056872584139433968e+00 1.145225302123651545e+01 8.792010793855602913e+01 1.454035363472404307e-01 9.456842694333034149e-02 3.364379981016845655e-01 9.998125090071728893e-01 -4.828049821307540262e-03
2.459771335615462624e+06 4.047540630397009842e+00 1.161059165581033170e+01 8.824361324749520463e+01 1.440604078406971800e-01 -1.583332607197216468e-01 7.813487803494537642e-01 1.000009595771529813e+00 -6.393391818335716903e-03
2.459771335900834296e+06 4.051980082734165656e+00 1.187931468688418946e+01 8.830451791528884087e+01 1.456572694736584517e-01 2.294224247658992188e-01 1.709007791340078075e-02 9.998036816802196025e-01 -5.535549002212206832e-03
2.459771335752768442e+06 4.056511321358758693e+00 1.118624510083562029e+01 8.748104391036292782e+01 1.468684333609863446e-01 4.173113957072086544e-01 -3.173083034447587991e-01 9.998176399903714318e-01 -3.365732958725714454e-03
2.459771335370263550e+06 4.046712325135444210e+00 1.119653373571828858e+01 8.767172504597594695e+01 1.462424233065907075e-01 3.060423488360120015e-01 -4.460678284074227895e-02 9.997967489999016744e-01 -4.376103136974037258e-03
2.459771335751166567e+06 4.049691905387332369e+00 1.139481531268192960e+01 8.781674170966540771e+01 1.470775983120648223e-01 1.581391725690879935e-01 1.411069018230752814e-01 9.998564021406103342e-01 -5.648677673132358398e-03
2.459771335656088311e+06 4.051877747410285835e+00 1.158816240246909501e+01 8.811948330941102370e+01 1.441133369305900858e-01 -1.701967189477481268e-01 7.009931191577032372e-01 9.996985098265639413e-01 -4.332038422108884165e-03
2.459771335487137549e+06 4.063963538179624635e+00 1.136443115224465572e+01 8.762207023800657169e+01 1.488406362918443804e-01 3.908777268796176374e-01 -2.994157799547928489e-01 9.999097994498906683e-01 -4.622504142264222474e-03
2.459771335691021755e+06 4.053793147609637160e+00 1.156505330159474987e+01 8.791400822207876331e+01 1.473032641607580906e-01 5.061350741527776975e-01 -3.703737960215915948e-01 1.000020439761397872e+00 -4.135997188584102091e-03
2.459771335736221634e+06 4.062167674406059525e+00 1.104320233817180785e+01 8.743559493447094155e+01 1.469229078890518791e-01 -1.358835498530408525e-02 3.943854918785045793e-01 9.997957002461330678e-01 -6.044461837007056651e-03
2.459771336073003244e+06 4.064901959551810329e+00 1.138144843681771334e+01 8.764551241011753291e+01 1.482884040498582412e-01 4.085654559600181424e-01 -3.577371352007217009e-01 9.998357176674382840e-01 -4.462226572938591228e-03
2.459771335484349169e+06 4.052518004532204010e+00 1.095388676772309999e+01 8.733332950760599545e+01 1.466997189793708689e-01 -4.081585843581845285e-01 7.941167621942613053e-01 9.999055027802195017e-01 -6.230889328372487060e-03
2.459771335773195140e+06 4.052907253048898539e+00 1.102790838632929926e+01 8.753299591860789519e+01 1.456024301574792845e-01 1.309414009410928004e-02 4.864092690047632783e-01 9.999347943341978517e-01 -5.522131237302908661e-03
2.459771335866651963e+06 4.049121995600561519e+00 1.103946106210755040e+01 8.742444587555189628e+01 1.475755871241203054e-01 -3.378568076861624969e-01 6.160969728695053771e-01 9.998603474716291073e-01 -5.756627368033207480e-03
2.459771335745756514e+06 4.064136142761888060e+00 1.162808104728855163e+01 8.787470409602610744e+01 1.478440257776484912e-01 2.657724246337048180e-01 -9.564094464639893989e-02 9.998814151710531117e-01 -5.545257719236173707e-03
2.459771335661537014e+06 4.046102832517839865e+00 1.166259453362591358e+01 8.813615537838528269e+01 1.451895500825355623e-01 -2.856545810763720383e-01 7.768178059457875317e-01 9.998738139804422831e-01 -3.786056010710706510e-03
2.459771335714662913e+06 4.045930705084185952e+00 1.096047353953164816e+01 8.729033966611264361e+01 1.473914422901570487e-01 1.904158049608152270e-01 -1.624509487829561838e-02 9.998807519115677778e-01 -6.381818897545226549e-03
2.459771335605875123e+06 4.052102194780127675e+00 1.130249623957202054e+01 8.765613408514167304e+01 1.474966961445190183e-01 3.229395382980745216e-02 1.748008764353823907e-01 1.000009033734605923e+00 -6.238350291692588631e-03
2.459771335435811896e+06 4.059460959029711269e+00 1.176361988608672959e+01 8.816005727156083083e+01 1.468319591965723536e-01 2.634990016530804890e-01 2.409229567197218591e-03 1.000064248345352125e+00 -5.535675272266510870e-03
2.459771335627008229e+06 4.049249415064247515e+00 1.119231459713712162e+01 8.772474263608403078e+01 1.458278324720196084e-01 -1.315378963643332177e-01 6.064823190103943995e-01 9.999637430506661540e-01 -4.147343135293021094e-03
2.459771335666732397e+06 4.059280991467192123e+00 1.119531296562927558e+01 8.752043724951906256e+01 1.474446595064641263e-01 2.330753616155129548e-01 -7.847763976351421200e-02 9.997785659824819371e-01 -4.962742669769790865e-03
2.459771335762986448e+06 4.045887281475605946e+00 1.126211672236555117e+01 8.786227131166150173e+01 1.430814555405646171e-01 -2.230769801772998495e-01 8.790714713393732449e-01 9.996879925945023615e-01 -5.297574455985235888e-03
2.459771335752678104e+06 4.048179358398637184e+00 1.169552664319730972e+01 8.813815725276604951e+01 1.447330311965888405e-01 4.094941104156588074e-02 4.497012589848813358e-01 9.999189603512134150e-01 -4.435850757761738636e-03
2.459771335952221882e+06 4.053357044885240512e+00 1.158986511456509128e+01 8.798187770640004146e+01 1.468840019774086125e-01 1.772821375764630503e-01 1.132376993188481951e-01 9.999983192003063515e-01 -4.113346931030690407e-03
2.459771335669104010e+06 4.062331955977026787e+00 1.127040739068416819e+01 8.759834181456369606e+01 1.463821173728953040e-01 -1.167371575510936649e-01 4.216920231519765694e-01 1.000023400956190578e+00 -5.583844935095675505e-03
2.459771335554687772e+06 4.055180197309528722e+00 1.133653485247518411e+01 8.777739206378578274e+01 1.440980720381792035e-01 -2.097004686757563408e-01 7.275565347156545126e-01 9.999068984368315594e-01 -5.599593109086350128e-03
2.459771335957891773e+06 4.057554911077561499e+00 1.112000759135101191e+01 8.733701601125650882e+01 1.499672040453764454e-01 2.627730871601497986e-01 -3.190348125499008480e-01 9.999127915834695735e-01 -5.239379351993840063e-03
2.459771335752223618e+06 4.049558692793603143e+00 1.129214676295656972e+01 8.770938318137528711e+01 1.473079412640204144e-01 -2.574359869588315197e-01 6.134275736621671582e-01 1.000070076886767412e+00 -4.539317507617136004e-03
2.459771335693654604e+06 4.053464215724277508e+00 1.122576764140904260e+01 8.759786047630169037e+01 1.467643632584480495e-01 2.698377791019556105e-01 -8.710808162488004047e-02 9.998045867299177880e-01 -4.573664464689496806e-03
2.459771335744704120e+06 4.049246840999850328e+00 1.110958688437301234e+01 8.775763764079847817e+01 1.436841014433128672e-01 -1.508053100549062164e-01 8.405847261800795112e-01 9.999621296567240414e-01 -5.427803939349927845e-03
2.459771335606812499e+06 4.058518412175778245e+00 1.128535921948116716e+01 8.765034945011595369e+01 1.481252982652967731e-01 2.118137968651991054e-01 -2.864936549004809541e-02 9.998685285338245743e-01 -4.409398823145321139e-03
2.459771335265140515e+06 4.052353740790207937e+00 1.115675570866315525e+01 8.746558759733115096e+01 1.479316328214885234e-01 2.821663561363427775e-01 -1.619693268037969425e-01 9.997575984382370828e-01 -5.652419379005414399e-03
2.459771335716464557e+06 4.057487268945392245e+00 1.147194030698867095e+01 8.789996091343545004e+01 1.462713941476308233e-01 8.608090353676253748e-02 2.558964423341965055e-01 9.999950864321235366e-01 -4.935965063443774163e-03
2.459771335680780001e+06 4.060976320992149446e+00 1.140636809483601333e+01 8.756997930355890958e+01 1.491927513484965495e-01 1.967391394318255271e-01 -9.771894831547925375e-02 9.998597387213593590e-01 -4.910021241631121885e-03
2.459771335671273991e+06 4.046388354187608449e+00 1.136641417348535654e+01 8.798462873886819580e+01 1.449331403529449669e-01 -7.784272777328776760e-02 5.534992821084265824e-01 9.999838597060762835e-01 -4.673564557578191794e-03
2.459771335506254341e+06 4.054121877902216120e+00 1.176417860393546277e+01 8.836219812094496717e+01 1.439319545313289261e-01 -1.594332614118619262e-01 6.997231447161111895e-01 9.997981337442459759e-01 -5.181215510791216915e-03
2.459771335561926942e+06 4.060554383849473759e+00 1.122036394881838106e+01 8.761209601880197795e+01 1.459960367597364639e-01 -1.335298042148365116e-01 4.774770414277822450e-01 9.998362059462316820e-01 -4.825923687662454081e-03
2.459771336003387347e+06 4.049001099047218055e+00 1.113347899035832356e+01 8.752868089010753749e+01 1.473316631594192572e-01 4.787546841998471803e-02 1.804586597423907812e-01 9.999950447934273789e-01 -5.004488535275177993e-03
2.459771335539986845e+06 4.061234671122335271e+00 1.164553663245431103e+01 8.820755800186681483e+01 1.437766149237452162e-01 5.273921916273455190e-02 4.172701187200007489e-01 9.997969937567301457e-01 -5.354998319493496466e-03
2.459771335728563368e+06 4.059880456309496566e+00 1.122411487635882565e+01 8.766083224636041393e+01 1.455854671330265027e-01 5.428488559647689365e-02 2.785967398004119966e-01 9.999445995096617468e-01 -6.106892957439054304e-03
2.459771335291827098e+06 4.061261637709828953e+00 1.154934965432395444e+01 8.795546578418628769e+01 1.455670537905872086e-01 3.189849677678139872e-01 -9.712475580112742146e-02 9.999290639647835377e-01 -4.889830943013740404e-03
2.459771335852195974e+06 4.057928939277680058e+00 1.187369535788386088e+01 8.827414501774899236e+01 1.464532721859629905e-01 3.161973558888638847e-01 -8.893349841914999221e-02 1.000056780488288499e+00 -5.349236656295300492e-03
2.459771335633921903e+06 4.058964523426571880e+00 1.179455026020893449e+01 8.835147696397667971e+01 1.442312831545775886e-01 -1.166033258159156760e-01 7.197032894974886297e-01 1.000066440548719626e+00 -5.777151955770931484e-03
2.459771335463975556e+06 4.062825681617859175e+00 1.131496262149383369e+01 8.761559277944884627e+01 1.488098837132671437e-01 4.520867630514825014e-02 9.053396813424741119e-02 1.000072182225406614e+00 -4.569543250471168674e-03
2.459771335827260744e+06 4.063220086142430354e+00 1.129612145392057343e+01 8.746236366056611189e+01 1.497232203785655025e-01 4.384530283802056116e-01 -5.969138884495391872e-01 9.999312088040476221e-01 -5.376213265342576382e-03
2.459771335481773131e+06 4.051614857177438189e+00 1.169230933254066507e+01 8.795093449260210150e+01 1.459753595718053243e-01 -1.144059897734959752e-01 4.262306296462216593e-01 9.997945168327591059e-01 -4.527355907478373097e-03
2.459771335350794718e+06 4.060651751150509803e+00 1.145676657327216397e+01 8.764127794152213369e+01 1.495202348204600629e-01 4.345333835527850908e-01 -4.673486443688622538e-01 9.998848149566842425e-01 -5.277666313341622915e-03
2.459771335855458863e+06 4.045631048757738490e+00 1.111152056146613987e+01 8.758290880686436708e+01 1.469505518317958115e-01 -9.847016892446414094e-02 4.738334732147235773e-01 1.000046168408286418e+00 -4.499675225083705869e-03
2.459771335698141716e+06 4.046992626165524243e+00 1.114676904331054708e+01 8.755312140062387982e+01 1.470602350047176821e-01 5.392341437115148739e-02 2.540344857292556324e-01 1.000076864680736977e+00 -5.474987548455701597e-03
2.459771335729115643e+06 4.055357779958490561e+00 1.119972440934169988e+01 8.753193090848962754e+01 1.470697212383134944e-01 -1.105782201915028740e-01 4.580928796392712554e-01 9.999484027065962399e-01 -2.921711394088867889e-03
2.459771335330703296e+06 4.064146865159877997e+00 1.102277705343458614e+01 8.736696349805586692e+01 1.478996697887593748e-01 3.722856455235598605e-01 -1.387839049078332110e-01 1.000075593970378707e+00 -5.121204612299927635e-03
2.459771335582111031e+06 4.047634643227325135e+00 1.165580363386346185e+01 8.833051843976831208e+01 1.433792807497978883e-01 -1.967448962558708825e-01 8.798204053468673402e-01 1.000030471446804681e+00 -6.598886849140994486e-03
2.459771335812634323e+06 4.053709615450794779e+00 1.187353265854654083e+01 8.829604651946328886e+01 1.457877461420664933e-01 2.637300942326507580e-01 -1.991849843104831486e-02 9.998420679938926359e-01 -5.414083974989552725e-03
2.459771335738914553e+06 4.055677690704404093e+00 1.135356955647638166e+01 8.773511515893216028e+01 1.454915042135513648e-01 2.358752812647607333e-01 3.085327198286313966e-02 9.997246804733356251e-01 -3.498304570034364153e-03
2.459771335426754318e+06 4.060091841512598165e+00 1.157526892933085527e+01 8.785993241748397509e+01 1.475929032584022693e-01 5.312134606331293529e-01 -4.554037713619437655e-01 9.997764902217759486e-01 -5.849218662564746769e-03
2.459771335652819835e+06 4.051177153386741558e+00 1.148728632193428112e+01 8.792310485971427170e+01 1.463983055798404320e-01 1.674644872267335716e-01 1.490313668361502586e-01 9.998971929860346330e-01 -5.064909352931771733e-03
2.459771335659520235e+06 4.055702199869624991e+00 1.157177072440218879e+01 8.804086278724760462e+01 1.439619941703945971e-01 -1.149606188395885520e-01 6.172921949472348624e-01 9.996326969312092636e-01 -4.713209251360428453e-03
2.459771335456667934e+06 4.060176156502221190e+00 1.147760598589220393e+01 8.778785472353600028e+01 1.479703914790282682e-01 3.015358864694160368e-01 -1.380251159439861985e-01 9.999064817219113221e-01 -4.564020038539466119e-03
2.459771336131572258e+06 4.052410786975489287e+00 1.135010349167273525e+01 8.754879890049393509e+01 1.489004472095285803e-01 6.297880441154974918e-01 -6.521577949842154442e-01 1.000009132146970847e+00 -3.643104466853340148e-03
2.459771335525697097e+06 4.057706739924735295e+00 1.102075545959831082e+01 8.721828974169267212e+01 1.495357486411415249e-01 3.005143987209588641e-01 -2.248271844404525210e-01 9.998141562813106509e-01 -6.086824390509079294e-03
2.459771335991362575e+06 4.063732680465060199e+00 1.138662523567725948e+01 8.767156562860270697e+01 1.480333726714348208e-01 3.462433656212831612e-01 -2.468579791902784093e-01 9.998328169374351981e-01 -4.761646267756961155e-03
2.459771335532696918e+06 4.053225173628361766e+00 1.096965021053165756e+01 8.735565909791952777e+01 1.465126516324740669e-01 -2.924007248626014355e-01 6.576871587133591435e-01 9.998880275813287755e-01 -5.900947904374198930e-03
2.459771335465331096e+06 4.061716285903075985e+00 1.114187798721688516e+01 8.758425623451958586e+01 1.463521134123337286e-01 3.314854049383596513e-01 2.115141095138217686e-02 9.999922168410426693e-01 -6.164005386724355842e-03
2.459771335782099981e+06 4.048520331384398929e+00 1.104858705216502912e+01 8.740754015330495008e+01 1.473203005936156995e-01 -8.473053937386959555e-02 3.766245368916651959e-01 9.999246475488580144e-01 -5.492981173844294941e-03
2.459771335681468714e+06 4.064347203278622089e+00 1.165075017888697317e+01 8.795950479532832844e+01 1.471394031915985445e-01 1.945884362217364660e-01 9.187061152636699646e-02 9.999153410834585864e-01 -5.659876611663615040e-03
2.459771335663785227e+06 4.047370957264528890e+00 1.164957612548279187e+01 8.810767597419108199e+01 1.453589542920380173e-01 -2.522878583087959647e-01 7.231240165763066496e-01 9.998684605999260677e-01 -3.883416502700234082e-03
2.459771335802995134e+06 4.045899039157991872e+00 1.082189024494351415e+01 8.713000243647977072e+01 1.477176163746575510e-01 1.980456097428030526e-01 -8.458478829753807160e-02 9.998472200785037955e-01 -6.733635585373667042e-03
2.459771335660711396e+06 4.048182479180489679e+00 1.092769210285568349e+01 8.726549235531155091e+01 1.473706816581523138e-01 4.374171470002186091e-03 1.220767261333394194e-01 9.999105182325122021e-01 -6.790449840563449191e-03
2.459771335452134721e+06 4.059449397750163335e+00 1.162523621977112498e+01 8.809358815776643326e+01 1.458786114015688251e-01 1.336117931109460089e-01 2.257664163423599157e-01 1.000018739400525991e+00 -6.236021916449663999e-03
2.459771335671870038e+06 4.051008390288887817e+00 1.110894644909716078e+01 8.764853714623272651e+01 1.456071679301435273e-01 -1.879977925646373893e-01 6.873124331626104810e-01 1.000038415964142002e+00 -3.871125915888964930e-03
2.459771335708938539e+06 4.063783256141067390e+00 1.105472631368976799e+01 8.725175652037144403e+01 1.495905611836743643e-01 4.354224740970087382e-01 -5.198121277335505663e-01 9.998146204645909085e-01 -5.061177562275929846e-03
2.459771335958431475e+06 4.047466321022042735e+00 1.096080447831945115e+01 8.750870572852616647e+01 1.438376033512568652e-01 -1.302394134814346127e-01 6.952589626701517478e-01 9.996629885685669459e-01 -5.176339344025299855e-03
2.459771336035294458e+06 4.051495851305539908e+00 1.135051955404178514e+01 8.752952987213373603e+01 1.492405470737055706e-01 7.331126810558086238e-01 -7.308970379962368424e-01 9.999565393147944459e-01 -3.933900526007940920e-03
2.459771335912520066e+06 4.052816230854739743e+00 1.176150919465760758e+01 8.820445009756018351e+01 1.458673833016355670e-01 1.131473120632627838e-01 2.588219477797855106e-01 9.999998014620830045e-01 -3.705490139632148378e-03
2.459771335663617123e+06 4.063872142156978562e+00 1.135487842540949899e+01 8.767338976044973720e+01 1.468829052073572228e-01 1.602150497468224355e-02 2.383524089277710978e-01 1.000035481504722545e+00 -5.332823715446463782e-03
2.459771335539579391e+06 4.055812188976749333e+00 1.149300688452180808e+01 8.780236127865639162e+01 1.457497713516167914e-01 -5.212971696816115497e-03 2.937125746580967478e-01 9.998779441222165332e-01 -5.070580232611887964e-03
2.459771336036747321e+06 4.056488729528497927e+00 1.123946660649016138e+01 8.742602594621590129e+01 1.500106562745610328e-01 5.506277466161995093e-01 -7.015365696910302873e-01 9.999421270505576276e-01 -4.851803635232609588e-03
2.459771335540353786e+06 4.056173571210979212e+00 1.128247610735029660e+01 8.767470746352255162e+01 1.470685268034467030e-01 -8.879776721598740818e-02 4.262919561820375791e-01 9.999924759428650001e-01 -4.976073073591769959e-03
2.459771335630952846e+06 4.050684227643081670e+00 1.129945394019505045e+01 8.775616175949016906e+01 1.456545293421903642e-01 2.061573434412218575e-02 3.496644709375823501e-01 9.998858471888346644e-01 -5.470521210012764882e-03
2.459771335769169964e+06 4.049854141668541629e+00 1.120744208582018508e+01 8.781295778163580223e+01 1.442427088016592363e-01 -9.907051121786245029e-02 7.221705028863175668e-01 9.999694500372254824e-01 -5.083958233591328105e-03
2.459771335559746251e+06 4.056935403780840055e+00 1.118878597083650206e+01 8.754898748497895156e+01 1.482970433303043567e-01 1.831716600591199173e-01 -2.033872704193195879e-03 9.998372834452270430e-01 -4.094199568808073314e-03
2.459771335214179941e+06 4.055826096886782750e+00 1.129462035666143649e+01 8.754864786354043815e+01 1.484480218266170659e-01 2.849567591353976415e-01 -1.920186736566288355e-01 9.997432295055324047e-01 -4.730861289107303469e-03
2.459771335625395644e+06 4.057629467421118186e+00 1.152714378712376053e+01 8.816812398522070282e+01 1.438588100941150250e-01 -2.327588764725310455e-01 9.152250008970407302e-01 1.000039864432128445e+00 -5.148238556724179203e-03
2.459771335835732520e+06 4.046738055334921924e+00 1.132453763347743880e+01 8.781016098922081881e+01 1.456954346543611056e-01 -2.931430129660748674e-01 8.306209281310474868e-01 9.999773956869996150e-01 -5.333245100608464614e-03
2.459771335626162123e+06 4.047666283989666880e+00 1.156587696825872946e+01 8.816715361951071372e+01 1.451922176055418234e-01 -6.416103355619262594e-04 3.847057932356865440e-01 9.999724754895684686e-01 -4.521382422736792625e-03
2.459771335365765728e+06 4.053001902362976416e+00 1.178781790321220058e+01 8.833140989778698327e+01 1.440862928515981300e-01 -1.766548071804369124e-01 7.207882077234648577e-01 9.998211532854666128e-01 -5.377348276817758496e-03
2.459771335465887096e+06 4.063975879704925021e+00 1.110834213341859567e+01 8.749449637201871610e+01 1.457305912173242068e-01 -1.220064809843370845e-01 4.702756144553285056e-01 9.997675803177847875e-01 -4.847506088353874254e-03
2.459771336116711609e+06 4.048724678285780421e+00 1.113699180856822935e+01 8.749445490016302074e+01 1.475754083879507184e-01 1.727035831188165338e-01 -2.961704713672558276e-02 9.999739199918710186e-01 -5.366569630467266788e-03
2.459771335540267639e+06 4.062749303029741910e+00 1.180526895306734581e+01 8.844231274927858522e+01 1.420864834549034061e-01 2.698898676823539844e-03 5.668874735047805258e-01 9.997301539899626777e-01 -5.498243097363736745e-03
2.459771335769391619e+06 4.064815928598472183e+00 1.114350721544041356e+01 8.753531641179796452e+01 1.458319193694481986e-01 1.038072999659945261e-01 1.554962830089121617e-01 9.999083667368181549e-01 -6.126766247115921979e-03
2.459771335456554312e+06 4.059555663891652344e+00 1.135560977612327527e+01 8.774945404440458674e+01 1.462686708044923511e-01 4.005246371550778006e-01 -1.898530970857350564e-01 9.999190926367484966e-01 -5.079939375749222864e-03
2.459771335920269135e+06 4.052969963011543442e+00 1.196001278557047698e+01 8.832249515481018420e+01 1.469859559785347825e-01 3.357452683370419355e-01 -1.664668317514453877e-01 1.000035468801414362e+00 -4.629793523948808921e-03
