# t0 per a inc rp u1 u2 c0 c1
2.459771335555640515e+06 4.050708514321654796e+00 1.189396512686210805e+01 8.837657406394869497e+01 1.453088250454737662e-01 -7.944851627875455791e-02 5.402645589615754362e-01 9.998945496848005154e-01 -5.980593323897318014e-03
2.459771335796045605e+06 4.059678056619672404e+00 1.124572379124584565e+01 8.770906167506177553e+01 1.468230126303125826e-01 -1.531440180152712771e-01 5.919630797539056077e-01 1.000006642241511923e+00 -3.728831951786404190e-03
2.459771335464811884e+06 4.051468314820894534e+00 1.158649909688968904e+01 8.784351276207493697e+01 1.465088572412535095e-01 -5.127105941880893969e-02 2.935455142055282685e-01 9.997329534650880589e-01 -6.137728738855676575e-03
2.459771336143536493e+06 4.060247480521165464e+00 1.076053535276207818e+01 8.718430511236547886e+01 1.470403783140699638e-01 -3.426090427692313756e-01 7.757832242920397192e-01 9.999441471972850826e-01 -4.443447690796225452e-03
2.459771335437888280e+06 4.056769414252548778e+00 1.124687739944042519e+01 8.758439756538673748e+01 1.477981124749092046e-01 1.526752287838585298e-01 3.071998146017096420e-02 9.998984383480710170e-01 -4.432998780180561274e-03
2.459771335589317605e+06 4.052313425101043975e+00 1.163954104020572089e+01 8.809203862009449892e+01 1.433800826384839799e-01 1.479734244927165265e-02 4.946200703782817065e-01 9.997541894789058192e-01 -6.236702146688900827e-03
2.459771335769567173e+06 4.052037631692515518e+00 1.157737015831009764e+01 8.781184278731649329e+01 1.479525843401724994e-01 -6.711254526766102790e-02 2.319711217785915824e-01 1.000127200668474936e+00 -4.390081857446650679e-03
2.459771336223147810e+06 4.059970841156501642e+00 1.135761954553543340e+01 8.772636103795959173e+01 1.457098490064555052e-01 -2.749152311441571683e-01 7.805873616097050993e-01 9.998396647404372839e-01 -5.093111042576064194e-03
2.459771335354004521e+06 4.052362208481788741e+00 1.162747361042487171e+01 8.806604471763353104e+01 1.462170931018641762e-01 9.081210052926247389e-02 2.282721724454948586e-01 9.998523887349731742e-01 -3.476408621036580944e-03
2.459771335760218091e+06 4.051599499742265742e+00 1.158730453767324242e+01 8.802901912984232524e+01 1.453511896470559006e-01 -3.785676262181868895e-02 4.394627934236803313e-01 9.997970035628755969e-01 -5.431892824882066095e-03
2.459771335623421241e+06 4.055670899148477559e+00 1.128441175457316881e+01 8.774257345277068509e+01 1.458820923992807106e-01 -1.787394354592360124e-02 4.079750139857410418e-01 9.999718744162651163e-01 -3.258910494864783545e-03
2.459771335438788868e+06 4.052236552167257422e+00 1.126609179640622393e+01 8.758745316890004062e+01 1.471496151276867337e-01 -1.181631997825134950e-01 4.182243781436980612e-01 1.000055983065733844e+00 -4.102299759211967822e-03
2.459771335920462385e+06 4.046144815847728005e+00 1.107538411870663353e+01 8.743340550645193332e+01 1.473687947516345298e-01 -1.268708553575439435e-01 3.796956865650637503e-01 9.998383691315694266e-01 -5.006126243052806679e-03
2.459771335594280157e+06 4.051704321080767279e+00 1.120163267226320691e+01 8.776676216148878495e+01 1.434458090000849395e-01 -2.168998131914920968e-01 8.300128296900726177e-01 9.998741233483994240e-01 -5.505115918997283316e-03
2.459771335703708231e+06 4.049440712789887264e+00 1.130345829982818096e+01 8.777211285890957981e+01 1.465097721690179211e-01 -3.008558459449744427e-01 7.447852982781240083e-01 1.000060900979158784e+00 -4.270597664161187093e-03
2.459771335628469940e+06 4.054181789358925592e+00 1.151382285688310603e+01 8.801612041945223552e+01 1.455388595925508899e-01 7.232928099490566753e-02 4.057762146002084069e-01 9.999403661553109002e-01 -5.134530262083799972e-03
2.459771335381038021e+06 4.055498346944105492e+00 1.122364755788125201e+01 8.774527261316485749e+01 1.442969342962175383e-01 -2.286842484017052313e-01 7.844462833451268935e-01 9.998768290128348113e-01 -5.540369135034816511e-03
2.459771335991267581e+06 4.058830786162330284e+00 1.147604346517364604e+01 8.804314073222980142e+01 1.442928075343841987e-01 -9.507419161706727462e-02 6.758940512287636704e-01 9.999130153578430491e-01 -5.302853458926231819e-03
2.459771335554309189e+06 4.054755920676692327e+00 1.119774097065904428e+01 8.756756584316282499e+01 1.448488755350001433e-01 -4.750636267651093814e-01 9.353388340910142595e-01 9.998184246835589706e-01 -5.577231259160093761e-03
2.459771335928257555e+06 4.045439107696365610e+00 1.105858687203665269e+01 8.743255508487990824e+01 1.477501852003616778e-01 4.668926185662046202e-01 -3.207221189100929459e-01 9.998132470050425935e-01 -4.581048933022284324e-03
2.459771335870432202e+06 4.059434708946635162e+00 1.194005388745956431e+01 8.832594661563754812e+01 1.457226151247729695e-01 1.925698213629494782e-01 4.799333608066541634e-02 9.998572787855408706e-01 -6.779324331595767972e-03
2.459771335639461409e+06 4.056630868345330931e+00 1.079912587563531723e+01 8.710111075549691861e+01 1.490531667450130660e-01 4.132879742943658119e-01 -2.877112138040174294e-01 9.999380296417933467e-01 -6.064807517396833894e-03
2.459771335434608627e+06 4.059374009632465530e+00 1.173224037386524365e+01 8.820031267075833625e+01 1.447342734531277819e-01 -1.840495530765762777e-01 6.055134589880108997e-01 9.999561832857105648e-01 -5.911383967702541452e-03
2.459771335789016448e+06 4.059453178057157885e+00 1.130033581954352684e+01 8.761626595459816258e+01 1.472884539509121404e-01 2.928608344063965419e-01 -8.834489452699456624e-02 9.999975870372532771e-01 -5.102053444344795824e-03
2.459771335680618882e+06 4.045387080922582257e+00 1.099174008188919061e+01 8.735169070672846203e+01 1.469044404153860284e-01 -1.059686453562815323e-01 3.453918994943288023e-01 9.999153728909856431e-01 -5.503698392570251056e-03
2.459771335395600647e+06 4.051047552518732608e+00 1.133426652480092578e+01 8.755543545035338582e+01 1.489123454442980443e-01 6.152637199763796305e-01 -6.989222443784743888e-01 9.999562371642451986e-01 -5.329378377943170750e-03
2.459771335461557377e+06 4.060053937019616477e+00 1.161615162801298240e+01 8.803207912351447817e+01 1.462797245381744493e-01 3.311785475027593795e-01 -1.442879929023114238e-01 9.998891288641551522e-01 -4.025189055056053664e-03
2.459771335717984475e+06 4.046358336018026414e+00 1.171945342146087476e+01 8.837717902675429116e+01 1.436374446134308092e-01 -9.116647482239281786e-02 7.247852663830317566e-01 9.999635594131729421e-01 -4.827989050911121217e-03
2.459771335636330768e+06 4.054205158378946905e+00 1.114644302858198621e+01 8.748857320531733706e+01 1.476101994372676640e-01 1.000209124077033884e-01 1.505625081277521260e-01 9.999477948255378612e-01 -4.921182893088695519e-03
2.459771335513480008e+06 4.055743478757213083e+00 1.148021528504624911e+01 8.792947755772709684e+01 1.467326002952962782e-01 2.716825624810330631e-01 1.531525367639213764e-02 9.999690950423906211e-01 -4.163097664783054278e-03
2.459771335369825829e+06 4.052772433349820069e+00 1.172128374452086064e+01 8.821466777536423365e+01 1.449119833519993128e-01 1.014362268097400710e-01 3.173682941264950319e-01 1.000056346285166153e+00 -4.892171543222047919e-03
2.459771335689832456e+06 4.048248564749447276e+00 1.146225030672124312e+01 8.798163234490949947e+01 1.452092421095093899e-01 -2.830386584821325546e-01 8.650898584175370498e-01 9.998083773704117272e-01 -5.102691428624572811e-03
2.459771335509649478e+06 4.059836416501368284e+00 1.162922134928806805e+01 8.815399958955219972e+01 1.449378395830344390e-01 -8.466510470001496758e-02 6.274069096314905947e-01 1.000051536259012330e+00 -5.599024791277455206e-03
2.459771335767460521e+06 4.050462318676481210e+00 1.156414645250232276e+01 8.796860602952246211e+01 1.457389838118947345e-01 3.373142469213662870e-02 3.557696900981451860e-01 9.999462856933057919e-01 -4.673356537193060906e-03
2.459771335740583483e+06 4.059844443261657609e+00 1.124734578118585127e+01 8.756044038324542100e+01 1.464633288039682568e-01 2.890543984476511841e-01 -2.358229917109211371e-03 9.999572509827853173e-01 -3.848246761562639385e-03
2.459771335444035940e+06 4.048436838023139472e+00 1.183398142838482592e+01 8.842943220398625215e+01 1.439718085612403664e-01 -2.334689144955135465e-01 9.106196813403927282e-01 9.998934207830053600e-01 -4.790915467089477096e-03
2.459771335290940478e+06 4.048776824342288805e+00 1.152981298584709435e+01 8.795465986729298891e+01 1.453576003828871699e-01 1.559666955917901610e-01 2.418510566834944919e-01 9.999716447597846170e-01 -6.296428858478487697e-03
2.459771335547570139e+06 4.054128729126458275e+00 1.129446508225654888e+01 8.771459717563155323e+01 1.474082785618458791e-01 2.793415122885495872e-01 -5.286185154147504672e-02 9.999431834135446007e-01 -3.702717475731350048e-03
2.459771335604874417e+06 4.049496287141172601e+00 1.122035241797131633e+01 8.758592322603718117e+01 1.477090000939085823e-01 3.183204434274595762e-01 -8.131970155435941372e-02 9.999546512291621614e-01 -5.299119698207186216e-03
2.459771335941299796e+06 4.054106782794153929e+00 1.173185305242726173e+01 8.821053857354725380e+01 1.444538587163166077e-01 2.982520311706928773e-01 5.611968637295272622e-02 9.998785020475460250e-01 -4.381836944405795818e-03
2.459771335856506601e+06 4.064542823255831827e+00 1.137906044278671303e+01 8.786680614050595750e+01 1.445494384973483870e-01 -1.051236736432142882e-02 5.171170618635309024e-01 9.998102713304903855e-01 -4.501585717513207491e-03
2.459771335418044124e+06 4.054552535965344262e+00 1.124646815426721069e+01 8.761782048162881154e+01 1.475932257159814909e-01 2.628033539274599040e-01 -3.560864179826905840e-02 9.998699334393504889e-01 -5.313903251520231755e-03
2.459771335453633219e+06 4.057565683883590957e+00 1.082337745231785497e+01 8.727549015815762345e+01 1.468088441055598325e-01 -1.765834434132309838e-01 5.930702716927245266e-01 1.000023466606379419e+00 -4.766601127303314242e-03
2.459771335341088008e+06 4.052337947975290788e+00 1.082716117773944475e+01 8.738655697530479927e+01 1.447457076331057357e-01 -3.165321345861038527e-01 9.101284491397847454e-01 9.997989246650512696e-01 -4.582391827366753129e-03
2.459771335462145042e+06 4.053262906310183489e+00 1.129328006613729052e+01 8.778931068699696993e+01 1.438569909640226296e-01 -3.739640671964666874e-02 7.071776334714880985e-01 9.997844981376616813e-01 -5.772346958625882915e-03
2.459771336059316061e+06 4.062299381244615759e+00 1.133777981173576599e+01 8.781269615289396313e+01 1.441607425203564607e-01 -8.613252235300596082e-02 6.412484843055783479e-01 9.998854389690582378e-01 -6.106387419325116743e-03
2.459771335625236854e+06 4.060145094981724156e+00 1.080328548018122170e+01 8.707651656320643951e+01 1.499419423304825805e-01 2.770194504528318280e-01 -1.836787597990786614e-01 1.000079601062326962e+00 -4.490347203606797656e-03
2.459771335650395602e+06 4.060339562823974013e+00 1.129290746612598539e+01 8.760766289044428845e+01 1.467251450450080263e-01 -1.721305802937617146e-01 6.261929550753014828e-01 9.999760759977465163e-01 -4.724848891459520160e-03
2.459771335587355308e+06 4.059109556544883368e+00 1.132458483807689653e+01 8.768946435488759050e+01 1.474202391895834685e-01 1.108206418359824752e-01 1.369593379012412626e-01 1.000044038131429502e+00 -5.527308245932636976e-03
2.459771335726677440e+06 4.046774335819809387e+00 1.161229763910609947e+01 8.790857839552084840e+01 1.472841758948356672e-01 3.924152147060301354e-01 -2.801996121823901453e-01 9.999707048417147970e-01 -4.578142417574819663e-03
2.459771335575876758e+06 4.048164115747386660e+00 1.150626292314988319e+01 8.793569554847549341e+01 1.474601207933694258e-01 2.623256128723716607e-04 3.824813291281735084e-01 1.000183136806653161e+00 -4.947013972427675814e-03
2.459771335988613777e+06 4.057901170087376386e+00 1.124082744114764054e+01 8.776084210483982417e+01 1.459082559504055188e-01 -1.891811762879087033e-01 7.790670486737563127e-01 9.999672751256762915e-01 -3.065491684605092283e-03
2.459771335481294431e+06 4.048127984829670289e+00 1.154836864951743713e+01 8.792817264239478448e+01 1.460369546566817334e-01 -1.835592494435724364e-01 5.935197081870038360e-01 9.998968350936005001e-01 -5.163022778974047343e-03
2.459771336051145568e+06 4.053667190466828885e+00 1.101703827054854479e+01 8.749256618493478754e+01 1.469577077180637958e-01 -2.849378621675455747e-01 7.500975603653168289e-01 1.000051454208573665e+00 -4.397140711647268795e-03
2.459771335615559947e+06 4.061477413843344486e+00 1.146567489745334001e+01 8.780051589394828682e+01 1.475376912619568159e-01 -4.353952611528233430e-02 2.844363299258885203e-01 9.998526958788340746e-01 -4.334271297978317151e-03
2.459771335433288477e+06 4.055088358604469256e+00 1.165083427801694249e+01 8.811837317215130838e+01 1.430746327366911874e-01 -3.468935692778507551e-02 6.069930869226417558e-01 9.997702862784156874e-01 -7.163131783866525173e-03
2.459771335662904661e+06 4.055906075692873536e+00 1.142482108652136930e+01 8.770326522687682314e+01 1.479207600665083944e-01 3.171111053488560039e-01 -2.313038590145869433e-01 1.000045277180316550e+00 -5.061010980534156808e-03
2.459771336201250087e+06 4.061555237011260644e+00 1.175279783729059524e+01 8.814025757311040365e+01 1.454771093902446633e-01 2.958417045910022303e-02 4.389092627232090149e-01 9.998994579777278346e-01 -4.549267762131504675e-03
2.459771335714174900e+06 4.047513599132474660e+00 1.173063713518847528e+01 8.829511096468056053e+01 1.452998316768014109e-01 -1.865134505753390792e-02 5.088965534848112204e-01 9.998682154298725866e-01 -3.061984071236182117e-03
2.459771336009347811e+06 4.051173191185807987e+00 1.161746729704368697e+01 8.822973407559192083e+01 1.445361041940849967e-01 9.756660337918154902e-02 3.524319900201285938e-01 9.999353027330706301e-01 -4.887001753027401044e-03
2.459771335432634223e+06 4.064163169559463995e+00 1.134949348363320176e+01 8.776744456483825729e+01 1.451974711378376248e-01 -6.479685196659015767e-02 4.812097243809562164e-01 9.999590747816755609e-01 -2.867881380634692244e-03
2.459771335748916492e+06 4.051759421063110267e+00 1.151934506799276647e+01 8.801063908991851292e+01 1.446454077030804586e-01 -2.308121149817489171e-01 7.811887887651591811e-01 1.000060093294145247e+00 -4.325412464059271746e-03
2.459771335863658227e+06 4.050940353525926518e+00 1.110979247820668370e+01 8.742210829567100916e+01 1.473586524420260058e-01 -1.725786727124417608e-02 2.372341303875546425e-01 9.998589006409751567e-01 -5.280041777489373304e-03
2.459771336008827202e+06 4.056839005372686380e+00 1.133826640455876600e+01 8.799069216223092837e+01 1.428679579946970923e-01 -4.106815822045778441e-02 6.900868798781276681e-01 9.998935261422317033e-01 -5.277004183500289686e-03
2.459771335595014039e+06 4.052189159991077538e+00 1.102874045431122241e+01 8.748563286413346418e+01 1.459968431380173903e-01 -3.160483249710595022e-01 7.302905383785884830e-01 9.999656132408375475e-01 -3.849579963405506088e-03
2.459771335810424294e+06 4.052231367398517747e+00 1.174348459205310213e+01 8.833093438811177123e+01 1.442095106118992942e-01 -9.988321130758315292e-04 6.297806718356872002e-01 1.000001374982850022e+00 -4.876542644638041067e-03
2.459771335306731984e+06 4.062525791179178114e+00 1.120130298930929236e+01 8.760932866478970027e+01 1.459965297248423388e-01 -6.005431437710151421e-02 4.093026758818947286e-01 9.998853629301586166e-01 -5.687796974087394250e-03
2.459771336024815682e+06 4.059393694955259591e+00 1.151858910563238680e+01 8.812321752264946895e+01 1.437850393527429771e-01 -8.595675915394940247e-02 7.007156301732910819e-01 9.999510178662354143e-01 -5.345873990846926327e-03
2.459771335405075457e+06 4.058647244726559578e+00 1.130782533249548827e+01 8.764286911036597871e+01 1.448219899454309123e-01 -3.035660359389918961e-01 7.252081647954589094e-01 9.997849626981375470e-01 -4.775544133160266290e-03
2.459771335847812705e+06 4.046838832140079667e+00 1.105782921389236328e+01 8.738509166473679102e+01 1.484476196190107899e-01 5.476166739273221618e-01 -4.621973019369448044e-01 9.998476614635793958e-01 -4.326192998429921610e-03
2.459771335918252356e+06 4.054298848691100687e+00 1.166168161330910991e+01 8.804510154363345009e+01 1.465078665186729245e-01 1.669654313993456651e-01 9.065503945947300801e-02 9.998953547536700848e-01 -5.493448401722164816e-03
2.459771335505758878e+06 4.054412593429886691e+00 1.069288837606843678e+01 8.696599108646630327e+01 1.502608291336851865e-01 5.442822553860847679e-01 -5.125485456883178692e-01 9.999690096719722199e-01 -5.661108974514494040e-03
2.459771335551040713e+06 4.060786848826766438e+00 1.174189887738056370e+01 8.817016749780275120e+01 1.452640012776074685e-01 -1.221343550101433584e-01 4.960472081290109303e-01 9.999960225300417171e-01 -5.912445178263983116e-03
2.459771335925745778e+06 4.058709294639735177e+00 1.116623917431127566e+01 8.737607397208148541e+01 1.482504774467283959e-01 3.475310315287785667e-01 -2.640750551848947691e-01 9.999243065405387654e-01 -6.053270676236329438e-03
2.459771335695238318e+06 4.045128485484245751e+00 1.095942048527206936e+01 8.731507126158834353e+01 1.469539147603786122e-01 -1.116033509378867306e-01 3.463114569783978802e-01 9.999182704337212790e-01 -5.616143737345443906e-03
2.459771335329129826e+06 4.048272133167673204e+00 1.132208548558576666e+01 8.755878430688260039e+01 1.490352507439560714e-01 6.973904407460418398e-01 -8.006061942546844890e-01 9.999419857928677491e-01 -5.347326121820937354e-03
2.459771335401211400e+06 4.056923389614626174e+00 1.187913114956485572e+01 8.841977701705918946e+01 1.441646952151747207e-01 1.208362486652903578e-01 2.272289184931334804e-01 9.998165671354360962e-01 -3.833467846507721682e-03
